Unique MASCOT (mz),Difference (mz),MASCOT RT (mins)
681.3238,-0.0013598665,3.6616333
681.3238,-0.0013605418,3.7118
681.3238,-0.0013617389,4.0357833
681.3238,-0.0013659815,3.8393
681.3238,-0.0013687668,4.1633167
681.3238,-0.0013742481,3.9835167
681.3238,-0.0013744193,3.8372167
681.3238,-0.0013753404,3.76405
681.3238,-0.0013760146,4.3159
681.3238,-0.0013766809,3.6783667
681.3238,-0.0013768222,4.5959833
681.3238,-0.001378109,4.5353667
681.3238,-0.0013793887,4.53745
681.3238,-0.001379492,3.7473333
681.3238,-0.0013804304,3.6574667
681.3238,-0.0013844329,4.5144667
681.3238,-0.0013851066,6.34765
681.3238,-0.0013854879,4.0148833
681.3238,-0.0013864101,3.87275
681.3238,-0.0013907686,6.2034167
681.3238,-0.0013934589,4.3451667
681.3238,-0.0013960169,4.5980667
681.3238,-0.0013968627,4.1863
681.3238,-0.0013982519,4.6085167
681.3238,-0.0014081645,4.60015
681.3238,-0.0014118847,4.3639667
681.3238,-0.0014174467,3.7703333
681.3238,-0.0014176166,4.3096333
681.3238,-0.0014176441,4.0086
681.3238,-0.0014208058,4.6377833
681.3238,-0.001427142,4.3744167
681.3238,-0.0014291541,3.8121333
681.3238,-0.0014298319,6.0508
681.3238,-0.0014331557,3.9187333
681.3238,-0.0014343378,3.74525
681.3238,-0.0014382456,3.7933167
681.3238,-0.001438982,3.7368833
681.3238,-0.001442043,4.1612333
681.3238,-0.0014431037,4.7151167
681.3238,-0.0014436906,3.8205
681.3238,-0.0014438346,4.3284333
681.3238,-0.0014459911,3.6741833
681.3238,-0.0014462336,5.8397
681.3238,-0.0014488864,4.5332667
681.3238,-0.0014490767,3.83095
681.3238,-0.0014513127,5.0015
681.3238,-0.0014574895,4.0901167
681.3238,-0.0014584541,4.3660667
681.3238,-0.001461447,3.7891333
681.3238,-0.0014646795,4.5081833
681.3238,-0.0014680352,4.5437167
681.3238,-0.0014692396,4.0754833
681.3238,-0.0014754481,4.2009333
681.3238,-0.0014800923,4.3493333
681.3238,-0.0014925789,4.4434
681.3238,-0.0014932733,4.3514333
681.3238,-0.0014956813,4.53955
681.3238,-0.0014976788,3.9291833
681.3238,-0.0014997161,4.15705
681.3238,-0.0015003236,5.93375
681.3238,-0.0015012447,5.4341667
681.3238,-0.0015013612,4.10475
681.3238,-0.0015015582,4.2803667
681.3238,-0.0015047572,4.5562667
681.3238,-0.0015082619,4.1946667
681.3238,-0.0015092696,4.6106167
681.3238,-0.0015092984,4.9868833
681.3238,-0.0015104181,4.57925
681.3238,-0.0015120615,6.30375
681.3238,-0.0015131869,4.1800333
681.3238,-0.0015146864,4.4998333
681.3238,-0.0015163747,4.2761833
681.3238,-0.0015184035,3.8978333
681.3238,-0.0015212673,4.3618833
681.3238,-0.0015219884,3.9877
681.3238,-0.0015230866,3.8414
681.3238,-0.0015238494,3.9521667
681.3238,-0.0015270816,4.1967667
681.3238,-0.0015293501,3.9438167
681.3238,-0.0015334353,4.4684833
681.3238,-0.0015351344,3.9751667
681.3238,-0.0015384848,3.7557
681.3238,-0.0015422918,3.9689
681.3238,-0.001544315,3.8894667
681.3238,-0.0015447518,3.7515167
681.3238,-0.0015451076,4.0127833
681.3238,-0.0015478803,4.3848667
681.3238,-0.0015541567,3.7828667
681.3238,-0.0015550099,3.74315
681.3238,-0.0015562386,3.89365
681.3238,-0.0015562411,4.5019167
681.3238,-0.0015571786,3.9647167
681.3238,-0.0015578377,4.7172
681.3238,-0.0015590599,3.7995833
681.3238,-0.0015607594,4.68585
681.3238,-0.0015641619,3.6679167
681.3238,-0.001565222,4.0545833
681.3238,-0.0015712821,4.6628667
681.3238,-0.0015759159,4.4204
681.3238,-0.001577665,3.70345
681.3238,-0.001578507,3.9668
681.3238,-0.0015802544,4.0336833
681.3238,-0.0015813724,3.8873833
681.3238,-0.0015831479,4.3305333
681.3238,-0.0015891186,4.1675
681.3238,-0.0015911048,5.4592833
681.3238,-0.0015912509,5.8773167
681.3238,-0.0015938295,4.6189667
681.3238,-0.0015946784,3.8790167
681.3238,-0.0015954613,4.2532
681.3238,-0.001596596,5.8752333
681.3238,-0.0015991763,6.2807667
681.3238,-0.0015998993,5.49065
681.3238,-0.0016050379,4.5416333
681.3238,-0.001605276,4.4392167
681.3238,-0.0016083995,5.7456333
681.3238,-0.0016109871,3.8142167
681.3238,-0.0016132685,4.64405
681.3238,-0.0016193964,4.2782667
681.3238,-0.0016264436,4.0169667
681.3238,-0.0016291387,4.04205
681.3238,-0.0016348214,4.4726667
681.3238,-0.0016471026,4.3012667
681.3238,-0.0016539817,4.0964
681.3238,-0.0016542381,4.66495
681.3238,-0.0016568406,3.9396333
681.3238,-0.0016647217,4.5646333
681.3238,-0.0016703161,4.2176667
681.3238,-0.0016809304,3.8957333
681.3238,-0.0016816652,4.1884
681.3238,-0.0016873063,4.2469167
681.3238,-0.0016883025,4.4559333
681.3238,-0.001689814,3.9124667
681.3238,-0.001692134,3.9061833
681.3238,-0.0016929052,3.7201667
681.3238,-0.0016965884,6.1135
681.3238,-0.0016977472,4.8677333
681.3238,-0.0017002326,6.6256333
681.3238,-0.0017201689,4.3723333
681.3238,-0.0017208379,3.902
681.3238,-0.0017226581,3.6909
681.3238,-0.0017263949,4.4245833
681.3238,-0.0017286317,3.7536
681.3238,-0.0017305764,4.3786
681.3238,-0.0017360908,4.5458167
681.3238,-0.001737874,4.1925833
681.3238,-0.0017382612,4.6482333
681.3238,-0.0017396216,4.4663833
681.3238,-0.0017411284,3.7410667
681.3238,-0.0017452803,4.527
681.3238,-0.0017491633,3.97935
681.3238,-0.0017541204,4.6398667
681.3238,-0.0017541248,4.8719167
681.3238,-0.0017557578,4.43295
681.3238,-0.0017595407,4.1486833
681.3238,-0.0017610427,6.0738
681.3238,-0.0017623872,4.4705667
681.3238,-0.0017628009,4.1110167
681.3238,-0.0017655177,4.0713167
681.3238,-0.0017660907,4.4643
681.3238,-0.0017667472,5.4195333
681.3238,-0.0017672956,3.93545
681.3238,-0.0017751212,4.03995
681.3238,-0.0017804948,3.7264333
681.3238,-0.0017806895,3.7285333
681.3238,-0.0017829492,4.1277833
681.3238,-0.0017875779,4.0274167
681.3238,-0.0017907057,4.36815
681.3238,-0.0017994442,6.2222333
681.3238,-0.0018009578,4.39115
681.3238,-0.00180537,4.7402
681.3238,-0.001816386,3.9939667
681.3238,-0.0018181734,4.5541667
681.3238,-0.0018198245,3.6762667
681.3238,-0.0018221941,4.5897
681.3238,-0.0018510539,3.8999167
681.3238,-0.0018522398,3.6449167
681.3238,-0.0018641081,4.1466
681.3238,-0.001866575,4.6586833
681.3238,-0.0018707413,4.3179833
681.3238,-0.0018758259,4.70885
681.3238,-0.0018792247,5.8731333
681.3238,-0.0018855944,4.5855333
681.3238,-0.0018880093,4.0587667
681.3238,-0.0018944918,6.08215
681.3238,-0.0018969686,4.72975
681.3238,-0.001903246,3.89155
681.3238,-0.0019105999,4.0023333
681.3238,-0.001912766,4.5729833
681.3238,-0.0019201569,4.6524167
681.3238,-0.0019209794,4.6356833
681.3238,-0.0019210024,4.1089333
681.3238,-0.0019238599,4.3869667
681.3238,-0.0019258118,3.7327
681.3238,-0.0019352428,3.8811
681.3238,-0.0019409032,3.6491
681.3238,-0.0019422393,4.4371333
681.3238,-0.0019422598,6.26195
681.3238,-0.0019434741,4.4036833
681.3238,-0.0019545314,4.6691333
681.3238,-0.001954765,4.0796667
681.3238,-0.0019556995,4.19885
681.3238,-0.0019668219,4.15495
681.3238,-0.001969309,4.4057667
681.3238,-0.0019783352,3.7306167
681.3238,-0.0019813203,4.13405
681.3238,-0.0019828875,6.10515
681.3238,-0.0019834948,4.2657333
681.3238,-0.001984267,4.5667167
681.3238,-0.0019963896,4.3953167
681.3238,-0.0019994324,3.7348
681.3327,0.0019535913,4.97225
681.3327,0.0019406857,4.8134
681.3327,0.001921967,6.2891167
681.3327,0.0019032979,5.3484667
681.3327,0.001901524,4.9241667
681.3327,0.0018104125,5.2962167
681.3327,0.0018044249,6.2243333
681.3327,0.0017762733,6.5211333
681.3327,0.001751757,4.8301167
681.3327,0.0017496624,6.2431333
681.3327,0.0016209501,4.80085
681.3327,0.0016176665,6.6089167
681.3327,0.0016011946,6.3936333
681.3327,0.0015981112,4.7757333
681.3327,0.001592956,5.9316667
681.3327,0.001576161,4.8196667
681.3327,0.0015028615,5.41745
681.3327,0.0014945677,5.2795
681.3327,0.0014671432,5.0182333
681.3327,0.0014102923,6.3999
681.3327,0.0014003552,5.2544167
681.3327,0.0013709143,6.57965
681.3327,0.0013334459,6.5775667
681.3327,0.0013169769,5.2147
681.3327,0.0013038705,6.3079333
681.3327,0.0012786423,4.7673667
681.3327,0.0012671701,5.01405
681.3327,0.0012494804,4.9429833
681.3327,0.0012436899,6.2995667
681.3327,0.0012375038,6.3225667
681.3327,0.0012032162,5.2439667
681.3327,0.0011395452,5.2126167
681.3327,0.0011305578,6.5253
681.3327,0.001087734,6.5671167
681.3327,0.001073861,5.2063333
681.3327,0.001028064,5.4237167
681.3327,0.0009798237,6.4793167
681.3327,0.00096098272,6.5336667
681.3327,0.00095969017,6.4563333
681.3327,0.00094198897,4.7548333
681.3327,0.00090083291,6.45425
681.3327,0.0009002748,4.7945833
681.3327,0.00089936394,4.9597
681.3327,0.00087990964,6.5984667
681.3327,0.00084542855,5.2418667
681.3327,0.00081133025,5.3004
681.3327,0.00080730195,5.0245
681.3327,0.00079476083,5.82925
681.3327,0.00079227831,6.04245
681.3327,0.0007799674,4.9346167
681.3327,0.00077070381,4.7862167
681.3327,0.00073033751,5.8689667
681.3327,0.00070622914,4.9409
681.3327,0.00065684226,4.9680667
681.3327,0.00065644401,5.3568333
681.3327,0.00065330507,4.9827
681.3327,0.00064528448,5.4090833
681.3327,0.0005971772,6.5483
681.3327,0.00055761688,6.6820667
681.3327,0.00055139089,6.2535833
681.3327,0.00052889739,6.3434667
681.3327,0.00051482399,6.32465
681.3327,0.00049529932,6.5754667
681.3327,0.00048793917,5.41535
681.3327,0.00044799117,4.9806
681.3327,0.0004326919,5.22515
681.3327,0.00042846959,6.5462167
681.3327,0.00036905885,4.7799167
681.3327,0.00031751246,6.4605167
681.3327,0.00030726991,5.01195
681.3327,0.00030142111,5.4802
681.3327,0.00025758849,6.8367833
681.3327,0.00019599166,6.4897667
681.3327,0.00019056294,5.2502333
681.3327,0.00015470732,6.4019833
681.3327,0.00011400978,5.3233833
681.3327,0.00010657136,6.5566667
681.3327,9.5546061e-05,6.34555
681.3327,9.0083142e-05,5.0161333
681.3327,8.3851398e-05,4.9325333
681.3327,7.3286428e-05,5.4216333
681.3327,7.0619976e-05,4.7443833
681.3327,4.3653972e-05,5.0474833
681.3327,4.0854134e-05,6.3769
681.3327,2.9549097e-05,5.2648667
681.3327,2.0818364e-05,4.7778167
681.3327,8.4854651e-06,5.31085
681.3327,4.70681e-06,6.5922
681.3327,-9.0696819e-05,5.3610167
681.3327,-0.00010405319,5.8438833
681.3327,-0.00014130366,5.2565
681.3327,-0.00015186822,5.0913833
681.3327,-0.00018628509,4.9847833
681.3327,-0.00018712617,6.62355
681.3327,-0.00019506374,4.7422833
681.3327,-0.00020881058,6.5127667
681.3327,-0.00021986569,4.7736333
681.3327,-0.00022701379,6.80125
681.3327,-0.00025461938,5.2711333
681.3327,-0.00028198537,6.4876833
681.3327,-0.00029669453,5.0663
681.3327,-0.00029767634,4.7611
681.3327,-0.00032147662,5.3547333
681.3327,-0.00039168772,5.43835
681.3327,-0.00039635887,5.3652
681.3327,-0.00041772411,5.50945
681.3327,-0.00045794184,5.07675
681.3327,-0.0004739698,5.5345333
681.3327,-0.00051642613,5.1436333
681.3327,-0.00064244508,4.7883167
681.3327,-0.00066335878,4.7631833
681.3327,-0.0006877145,6.9830833
681.3327,-0.00070113816,3.6344667
681.3327,-0.00072290135,6.5294833
681.3327,-0.00074927946,4.7987667
681.3327,-0.00075689852,5.3631
681.3327,-0.00077913195,6.53575
681.3327,-0.0007823536,5.4425333
681.3327,-0.00080416678,5.0391333
681.3327,-0.00082837127,5.35265
681.3327,-0.00087294166,5.1729
681.3327,-0.00091130073,4.8154833
681.3327,-0.00091784989,6.5650167
681.3327,-0.00098588395,4.7590167
681.3327,-0.0010925353,5.0328667
681.3327,-0.0010938247,6.5692
681.3327,-0.001144727,5.2314167
681.3327,-0.0012158299,6.8033333
681.3327,-0.0012430861,5.0265833
681.3327,-0.0012576679,6.5859167
681.3327,-0.0012643547,4.8050333
681.3327,-0.0013174514,6.5044
681.3327,-0.0013686272,6.5942833
681.3327,-0.0014487522,5.4572
681.3327,-0.0014732311,6.21805
681.3327,-0.0014780447,5.39655
681.3327,-0.0015294999,4.7924833
681.3327,-0.0015873869,5.09765
681.3327,-0.0016617796,7.0458
681.3327,-0.0016630299,5.0454
681.3327,-0.0016646478,5.3045833
681.3327,-0.0016713557,5.3338333
681.3327,-0.001756769,4.8071167
681.3327,-0.0017642696,6.60055
681.3327,-0.0017704967,5.3589167
681.3327,-0.0017817503,6.5629333
681.3327,-0.0017860629,5.3986333
681.3327,-0.0018027659,4.9764167
681.3327,-0.0018191554,5.05585
681.3327,-0.0018518371,5.2188833
681.3327,-0.0018907476,6.4918667
681.3327,-0.001938135,5.2230667
681.3327,-0.0019994793,5.2335167
688.1253,0.0019301567,5.07675
688.1253,0.0018830081,7.46595
688.1253,0.0018723078,5.8794167
688.1253,0.0016493327,5.8606
688.1253,0.0014585209,7.48685
688.1253,0.0013871177,6.10515
688.1253,0.0011157683,4.9409
688.1253,0.00098459737,4.72975
688.1253,0.00085529362,7.4785
688.1253,0.00068841348,6.1950667
688.1253,0.0002383997,7.4973
688.1253,0.00017776414,5.7498167
688.1253,4.6173267e-05,4.5855333
688.1253,-0.00064027506,6.0549833
688.1253,-0.00096154187,4.80295
688.1253,-0.00098291541,7.6080833
688.1253,-0.0014039352,7.5223833
688.1253,-0.0015413981,7.4638667
688.1253,-0.0018222932,4.295
688.1253,-0.0019771805,5.6892
688.3333,0.0019452097,5.05585
688.3333,0.0016344161,6.6925167
688.3333,0.0016047909,5.1708167
688.3333,0.0014346223,5.0015
688.3333,0.0013488149,5.13945
688.3333,0.0013431825,4.9952333
688.3333,0.0012710356,5.1729
688.3333,0.0012647065,5.1666333
688.3333,0.001173729,4.0650333
688.3333,0.00095793094,5.152
688.3333,0.00088940082,5.0056833
688.3333,0.00073528038,5.0851167
688.3333,0.00072549424,3.9542667
688.3333,0.00063191711,6.6590833
688.3333,0.00050511258,5.129
688.3333,0.00049474425,3.9709833
688.3333,0.00040876308,5.4090833
688.3333,4.723341e-06,5.0161333
688.3333,7.7363597e-07,5.14155
688.3333,-1.0539159e-05,3.7912333
688.3333,-4.5630169e-05,5.0704833
688.3333,-6.866991e-05,5.0725667
688.3333,-7.2839246e-05,5.0265833
688.3333,-0.00019350094,5.0934667
688.3333,-0.00021063173,5.0663
688.3333,-0.00032577285,5.0516667
688.3333,-0.00033437014,5.41535
688.3333,-0.00033942805,5.07885
688.3333,-0.00039565343,5.4049
688.3333,-0.00052253503,5.0746667
688.3333,-0.00053060582,5.0830167
688.3333,-0.00056411741,3.7348
688.3333,-0.00063451098,7.1231333
688.3333,-0.00064216401,7.05625
688.3333,-0.00071110413,5.09975
688.3333,-0.00072350336,5.0600333
688.3333,-0.00083555214,5.1311
688.3333,-0.00087651864,5.0872
688.3333,-0.00096885787,5.4132667
688.3333,-0.00097573915,5.9483833
688.3333,-0.0010523974,5.0955667
688.3333,-0.0010945513,5.1331833
688.3333,-0.0011286141,5.0307667
688.3333,-0.001204438,6.01945
688.3333,-0.0013038199,5.407
688.3333,-0.0014340552,5.4028167
688.3333,-0.0014616126,4.00025
688.3333,-0.0014643255,3.7682333
688.3333,-0.0014958659,4.9994167
688.3333,-0.001498832,5.1875333
688.3333,-0.0015810265,5.0683833
688.3333,-0.0016919999,5.0077833
688.3333,-0.0017098219,5.9191167
688.3333,-0.0017629004,5.0495833
688.3333,-0.0019765028,5.1499
688.6616,0.0019791876,4.45175
688.6616,0.0019716253,4.3535167
688.6616,0.0019647396,5.3672833
688.6616,0.0019625074,4.4141333
688.6616,0.0019498747,4.97015
688.6616,0.0018929291,5.0893
688.6616,0.001889965,4.5479
688.6616,0.0018878222,4.41205
688.6616,0.0018866984,4.5291
688.6616,0.0018738862,4.7339333
688.6616,0.0018692397,5.1018333
688.6616,0.0018628681,4.4434
688.6616,0.0018507319,4.9680667
688.6616,0.0018418046,4.4266833
688.6616,0.0018271186,4.5311833
688.6616,0.0018146109,4.4392167
688.6616,0.001811472,4.4245833
688.6616,0.0018059645,4.4705667
688.6616,0.0018033556,5.14155
688.6616,0.0017922385,5.7958
688.6616,0.0017675688,5.3463833
688.6616,0.0017607438,4.4287667
688.6616,0.0017465942,4.47475
688.6616,0.0017388626,5.1039167
688.6616,0.0017255292,4.51655
688.6616,0.0017245123,5.65995
688.6616,0.0017233739,4.9095333
688.6616,0.0016828366,5.09975
688.6616,0.0016684407,4.6315167
688.6616,0.0016529233,4.4413
688.6616,0.0016442318,4.5416333
688.6616,0.0016353795,4.4225
688.6616,0.0016296588,4.6356833
688.6616,0.0016206402,4.4057667
688.6616,0.0015965394,5.0537667
688.6616,0.0015942764,4.4622
688.6616,0.0015858629,4.9576167
688.6616,0.0015762045,4.4183167
688.6616,0.0015495166,4.53745
688.6616,0.001544802,5.3568333
688.6616,0.0015370298,6.1093333
688.6616,0.0015237415,6.2285
688.6616,0.001499025,4.4684833
688.6616,0.0014761147,5.129
688.6616,0.001470298,4.4162167
688.6616,0.0014529951,4.72975
688.6616,0.0014171313,6.0466167
688.6616,0.0014170321,4.4496667
688.6616,0.0014082617,4.4768333
688.6616,0.0013989829,5.28785
688.6616,0.0013813735,4.9743333
688.6616,0.0013384443,4.5144667
688.6616,0.0013111177,4.7234833
688.6616,0.0012868831,5.2941333
688.6616,0.0012747027,4.4454833
688.6616,0.0012671837,7.4492
688.6616,0.0012629404,4.4371333
688.6616,0.0012626083,5.2000667
688.6616,0.001259483,4.4078667
688.6616,0.0012551855,5.1102
688.6616,0.0012149733,4.7172
688.6616,0.0012047022,5.3150333
688.6616,0.0011931874,4.6377833
688.6616,0.001170237,5.1143667
688.6616,0.0011576566,5.1227333
688.6616,0.0011477151,5.8397
688.6616,0.0011383274,4.7151167
688.6616,0.0011031092,5.1708167
688.6616,0.0011004988,5.3359333
688.6616,0.0010919548,5.69965
688.6616,0.0010864647,5.03495
688.6616,0.0010818777,4.51865
688.6616,0.0010807691,6.0340833
688.6616,0.0010706253,4.53955
688.6616,0.0010654338,4.7255667
688.6616,0.0010625782,4.5688
688.6616,0.0010591922,4.6398667
688.6616,0.0010504276,5.3296667
688.6616,0.0010321008,4.4350333
688.6616,0.001013871,4.55
688.6616,0.001003029,4.7318333
688.6616,0.00094199217,4.6336
688.6616,0.00093438049,5.3129333
688.6616,0.00093335011,5.3024833
688.6616,0.00092628114,5.1352833
688.6616,0.00091818761,5.11855
688.6616,0.00090719229,6.0988833
688.6616,0.0008856582,4.3827833
688.6616,0.00084595627,5.1248333
688.6616,0.00081920002,4.9032667
688.6616,0.0008186952,4.7213833
688.6616,0.00079568688,5.28995
688.6616,0.00079283217,4.56045
688.6616,0.00078604668,4.72765
688.6616,0.00071213209,4.9116333
688.6616,0.00063524672,4.64405
688.6616,0.00062928573,5.3233833
688.6616,0.00062296158,4.5520833
688.6616,0.00061670944,5.2962167
688.6616,0.00060690941,5.0683833
688.6616,0.00060324921,4.8928167
688.6616,0.00059410987,6.1365333
688.6616,0.00058247435,4.9367167
688.6616,0.00055236454,5.7686333
688.6616,0.00055134758,4.5249167
688.6616,0.00054776202,4.6461333
688.6616,0.00054190603,4.9179
688.6616,0.00053014655,4.9847833
688.6616,0.00050652075,5.3610167
688.6616,0.00049093871,4.7130333
688.6616,0.00048259365,4.70675
688.6616,0.00042773075,4.5646333
688.6616,0.00042339936,4.43085
688.6616,0.00042073734,6.2076
688.6616,0.00038060845,4.6419667
688.6616,0.00032282571,4.8990833
688.6616,0.00031589484,4.43295
688.6616,0.00028864594,5.8417833
688.6616,0.00028852742,4.7109333
688.6616,0.00019928983,4.9450667
688.6616,0.00018171127,6.45425
688.6616,0.00014933983,4.7193
688.6616,0.00014273154,4.95135
688.6616,0.00012733989,4.5562667
688.6616,0.00012492898,5.37565
688.6616,0.00011303378,4.5437167
688.6616,0.00010349493,5.0830167
688.6616,0.00010240882,4.55835
688.6616,9.4537756e-05,4.9409
688.6616,8.7590884e-05,5.2168
688.6616,6.8395479e-05,4.9158167
688.6616,2.6431532e-05,5.0036
688.6616,2.0136771e-05,4.5458167
688.6616,1.2329952e-05,5.0600333
688.6616,2.631858e-06,6.3288333
688.6616,-3.5690415e-05,4.7046667
688.6616,-5.4750251e-05,4.4475833
688.6616,-6.2281519e-05,4.70885
688.6616,-7.3729056e-05,4.9534333
688.6616,-7.5946764e-05,4.9241667
688.6616,-0.00011093678,5.1436333
688.6616,-0.00013832142,4.2803667
688.6616,-0.00014861585,4.6984
688.6616,-0.00016597114,4.9597
688.6616,-0.00018649896,4.3807
688.6616,-0.00020366289,5.8125333
688.6616,-0.00021152404,5.3589167
688.6616,-0.00022789511,4.7004833
688.6616,-0.00022920325,5.0328667
688.6616,-0.00023684865,5.78745
688.6616,-0.00025466039,5.2857667
688.6616,-0.00026201297,5.3442833
688.6616,-0.00026342955,5.16245
688.6616,-0.00026676343,5.0098667
688.6616,-0.00027646026,4.6963
688.6616,-0.00029021577,4.6628667
688.6616,-0.00032122932,4.6482333
688.6616,-0.00040869099,4.6586833
688.6616,-0.0004235288,4.9325333
688.6616,-0.00043626005,4.2866333
688.6616,-0.00045216882,5.1311
688.6616,-0.00047007895,4.6524167
688.6616,-0.00047601911,4.9053667
688.6616,-0.00048459926,4.5625333
688.6616,-0.00054329415,4.9137167
688.6616,-0.00056749514,5.3045833
688.6616,-0.0006842201,4.68795
688.6616,-0.00068789218,7.5704667
688.6616,-0.00069482474,4.6545
688.6616,-0.00069876642,4.6795833
688.6616,-0.00070431604,4.9827
688.6616,-0.00070687624,4.6733167
688.6616,-0.00070945151,5.0433167
688.6616,-0.0007443764,5.8731333
688.6616,-0.00075660219,4.6900333
688.6616,-0.00078688243,4.5541667
688.6616,-0.00079086865,6.47515
688.6616,-0.00080111988,4.9429833
688.6616,-0.00081352591,5.1373667
688.6616,-0.00082376592,5.0265833
688.6616,-0.0008386231,5.3192167
688.6616,-0.00084978357,5.0746667
688.6616,-0.00085077282,4.9471667
688.6616,-0.00085083052,4.6503167
688.6616,-0.00089220892,5.01195
688.6616,-0.00091594366,6.0800667
688.6616,-0.00091865465,4.9785167
688.6616,-0.00093603207,4.66495
688.6616,-0.0009642194,4.99105
688.6616,-0.00099429749,4.99315
688.6616,-0.0010688368,4.6566
688.6616,-0.001107233,6.3163
688.6616,-0.0011204703,4.6775
688.6616,-0.0011260632,4.7025833
688.6616,-0.0011355424,4.6942167
688.6616,-0.0011409936,4.9618
688.6616,-0.0012045387,4.6691333
688.6616,-0.0012122727,4.6837667
688.6616,-0.0012135104,4.6921167
688.6616,-0.001225673,4.6816667
688.6616,-0.0012269585,4.6607667
688.6616,-0.0012692152,4.68585
688.6616,-0.00132917,4.9868833
688.6616,-0.0014003083,5.0621167
688.6616,-0.0014348288,4.9659667
688.6616,-0.0014477495,4.6754
688.6616,-0.0014703918,4.9994167
688.6616,-0.0014821956,5.1896167
688.6616,-0.0014857359,5.18335
688.6616,-0.001571393,5.2836833
688.6616,-0.0015777413,5.0934667
688.6616,-0.0015866994,4.66705
688.6616,-0.0015872197,5.01405
688.6616,-0.0016418041,4.9220833
688.6616,-0.0016517724,5.3004
688.6616,-0.0017013138,5.3275667
688.6616,-0.0017798224,4.9304333
688.6616,-0.001934009,4.97225
688.6616,-0.0019559634,5.1122833
688.6616,-0.001976644,5.0056833
688.6616,-0.0019996694,5.3380167
692.8512,0.0019737387,7.5203
692.8512,0.001938709,5.0454
692.8512,0.0019198721,7.5161167
692.8512,0.0018792491,7.4826833
692.8512,0.0018729913,7.33215
692.8512,0.0017896517,7.41575
692.8512,0.0016744193,5.0286833
692.8512,0.0016432239,7.3196
692.8512,0.001516894,7.4847667
692.8512,0.0012650341,7.4743167
692.8512,0.0012484926,5.5596167
692.8512,0.0012380371,7.5014833
692.8512,0.0011692304,7.53075
692.8512,0.001098636,5.0224
692.8512,0.00087482796,7.4701333
692.8512,0.00077026701,7.5035833
692.8512,0.0007354874,7.4994
692.8512,0.00063253522,5.8229833
692.8512,0.00060823145,7.24645
692.8512,0.00023613799,7.4638667
692.8512,0.00022028436,7.5391167
692.8512,5.660457e-06,5.53035
692.8512,-0.00065708929,7.4910333
692.8512,-0.00073797731,5.7331
692.8512,-0.00074448122,5.5470833
692.8512,-0.00081402352,7.55165
692.8512,-0.00089526542,5.2795
692.8512,-0.0010071561,5.2586
692.8512,-0.0010793582,5.03495
692.8512,-0.0012450034,7.48685
692.8512,-0.0013386624,7.48895
692.8512,-0.0014301462,4.99315
692.8512,-0.0015018387,5.4132667
692.8512,-0.0015205556,7.5328333
692.8512,-0.0016496506,7.5056667
692.8512,-0.0016665097,5.0474833
692.8512,-0.0017026074,5.0872
692.8512,-0.0017429864,7.4952167
693.6655,0.0019234011,4.9032667
693.6655,0.0018447021,4.9346167
693.6655,0.0017400109,4.82385
693.6655,0.0016630724,5.30875
693.6655,0.0016019685,5.2795
693.6655,0.0014960566,4.8363833
693.6655,0.0014607074,4.8196667
693.6655,0.0014038777,4.8677333
693.6655,0.0012801604,4.8384667
693.6655,0.0011493813,4.15495
693.6655,0.0010852286,4.8259333
693.6655,0.00084931228,5.3380167
693.6655,0.00081983148,4.8489333
693.6655,0.00068338129,4.8301167
693.6655,0.00023146754,4.8949167
693.6655,9.1868239e-05,4.9116333
693.6655,-2.4841e-05,4.8907333
693.6655,-0.00053752267,5.3422
693.6655,-0.00079610951,4.8343
693.6655,-0.00099448183,6.2368667
696.8502,0.0019744851,5.3589167
696.8502,0.0019259862,4.5834333
696.8502,0.0018137727,5.9065833
696.8502,0.0017488084,5.4049
696.8502,0.001696643,4.5959833
696.8502,0.001626193,5.3401167
696.8502,0.0014454795,5.61605
696.8502,0.0013885281,5.9191167
696.8502,0.0013480296,4.5876167
696.8502,0.0012851421,5.8146167
696.8502,0.0012770942,5.7498167
696.8502,0.001191382,4.68585
696.8502,0.0011841911,6.2995667
696.8502,0.0010125583,5.3004
696.8502,0.00098635647,5.7602667
696.8502,0.00096482543,5.11855
696.8502,0.00094368272,4.9618
696.8502,0.00077101412,4.9638833
696.8502,0.00071695556,5.7623667
696.8502,0.00071256321,5.8647833
696.8502,0.00068020169,5.3171167
696.8502,0.00067407631,5.8313333
696.8502,0.00059140856,6.2138667
696.8502,0.00052067131,5.7351833
696.8502,0.00045775195,6.3225667
696.8502,0.00041587684,5.89195
696.8502,0.00024631897,5.8208833
696.8502,0.00015600228,5.80835
696.8502,0.00012131214,4.9388
696.8502,9.7768374e-05,6.08215
696.8502,9.2963815e-05,4.8593833
696.8502,4.4540406e-05,5.6327667
696.8502,2.2443082e-05,5.6265
696.8502,-3.4135572e-05,5.754
696.8502,-7.0686739e-05,5.7519167
696.8502,-7.6259712e-05,4.8677333
696.8502,-0.00013305453,4.6210667
696.8502,-0.00017637578,6.2159667
696.8502,-0.00020955037,5.6536667
696.8502,-0.00022850991,5.8731333
696.8502,-0.00023569524,5.68085
696.8502,-0.00024192092,5.7268333
696.8502,-0.00026624788,5.6975667
696.8502,-0.00028774782,5.9003167
696.8502,-0.00029251236,5.6954833
696.8502,-0.0003070058,5.7895333
696.8502,-0.00037431369,5.5993333
696.8502,-0.00037543794,5.76445
