Unique MASCOT RT (mins),Difference RT (mins)
2.6263,-0.08435
2.6263,-0.0739
2.6263,-0.0948
2.6263,-0.092717
2.6263,-0.098983
2.6397,0.0503
2.6397,0.058667
2.6397,0.03985
2.6397,-0.039567
2.6397,-0.04375
2.6397,0.0315
2.6397,0.027317
2.6397,-0.029117
2.6397,0.046133
2.6397,-0.0082167
2.6397,-0.041667
2.6397,-0.035383
2.6397,0.0294
2.6397,0.016867
2.6397,-0.020767
2.6397,-0.0772
2.6397,-0.016583
2.6397,-0.0061333
2.6397,-0.06675
2.6397,-0.014483
2.6397,-0.00195
2.6397,0.0085
2.6397,0.0524
2.6397,0.012683
2.6397,-0.027033
2.6397,-0.031217
2.6397,-0.0124
2.6397,-0.024933
2.6397,0.01895
2.6397,-0.0333
2.6397,0.033583
2.6397,-0.02285
2.6397,0.044033
2.6397,0.025217
2.6397,0.00015
2.6397,0.02105
2.6397,-0.045833
2.6397,-0.052117
2.6397,-0.010317
2.6397,0.023133
2.6397,0.0022333
2.6397,-0.0563
2.6397,0.014767
2.6397,0.0043167
2.6397,-0.073017
2.6397,0.037767
2.6397,0.0106
2.6397,-0.058383
2.6397,-0.018667
2.6397,-0.050017
2.6397,0.0064167
2.6397,-0.037483
2.6397,0.056583
2.6397,-0.0040333
2.6397,-0.068833
2.6397,0.035667
2.6397,-0.096
2.6397,-0.08765
2.6397,-0.047933
2.6397,0.054483
2.6397,-0.0751
2.6397,0.0733
2.6397,-0.062567
2.6397,-0.06465
2.6397,-0.083467
2.6397,-0.089733
2.6397,0.048217
2.6397,-0.0542
2.6397,0.04195
2.6397,-0.070917
2.6397,-0.060467
2.6397,-0.093917
2.6397,-0.091817
2.6397,-0.081367
2.6397,-0.079283
2.6397,-0.08555
2.8332,0.055717
2.8332,0.066167
2.8332,0.064067
2.8332,0.072433
2.8332,0.059883
2.8332,0.049433
2.8332,0.0369
2.8332,0.038983
2.8332,0.030633
2.8332,0.032717
2.8332,0.045267
2.8332,-0.065517
2.8332,0.06825
2.8332,0.043167
2.8332,0.0348
2.8332,0.070333
2.8332,0.0578
2.8332,0.051533
2.8332,0.04735
2.8332,0.041083
2.8332,0.028533
2.8332,0.08915
2.8332,0.061983
2.8332,0.053617
2.8332,0.074517
2.8332,-0.03625
2.8332,0.022267
2.8332,0.02435
2.8332,0.082883
2.8332,0.020183
2.8332,-0.057167
2.8332,0.011817
2.8332,0.02645
2.8332,0.0787
2.8332,-0.040433
2.8332,0.0076333
2.8332,-0.050883
2.8332,-0.055067
2.8332,0.0097333
2.8332,-0.0279
2.8332,-0.0258
2.8332,-0.023717
2.8332,0.00345
2.8332,-0.088517
2.8332,0.018083
2.8332,0.0139
2.8332,0.0013667
2.8332,-0.021633
2.8332,0.016
2.8332,-0.034167
2.8332,-0.00071667
2.8332,-0.052983
2.8332,-0.01535
2.8332,-0.05925
2.8332,-0.0090833
2.8332,-0.067617
2.8332,-0.044617
2.8332,0.080783
2.8332,-0.032083
2.8332,-0.029983
2.8332,0.00555
2.8332,-0.061333
2.8332,-0.0467
2.8332,-0.0028167
2.8332,-0.063433
2.8332,-0.071783
2.8332,-0.0049
2.8332,-0.0697
2.8332,-0.013267
2.8332,-0.011183
2.8332,-0.01745
2.8332,-0.03835
2.8332,-0.007
2.8332,-0.042533
2.8332,0.076617
2.8332,-0.0488
2.8332,0.097517
2.8332,-0.019533
2.8332,0.084967
2.8332,0.091233
2.8332,0.0996
2.8332,0.087067
2.8476,0.070117
2.8476,0.080567
2.8476,0.078467
2.8476,0.086833
2.8476,0.074283
2.8476,0.063833
2.8476,0.0513
2.8476,0.053383
2.8476,0.045033
2.8476,0.047117
2.8476,0.059667
2.8476,-0.051117
2.8476,0.08265
2.8476,0.057567
2.8476,0.0492
2.8476,0.084733
2.8476,0.0722
2.8476,0.065933
2.8476,0.06175
2.8476,0.055483
2.8476,0.042933
2.8476,0.076383
2.8476,0.068017
2.8476,0.088917
2.8476,-0.02185
2.8476,0.036667
2.8476,0.03875
2.8476,0.097283
2.8476,0.034583
2.8476,-0.042767
2.8476,0.026217
2.8476,0.04085
2.8476,0.0931
2.8476,-0.026033
2.8476,0.022033
2.8476,-0.036483
2.8476,-0.040667
2.8476,0.024133
2.8476,-0.0135
2.8476,-0.0114
2.8476,-0.0093167
2.8476,0.01785
2.8476,-0.074117
2.8476,0.032483
2.8476,0.0283
2.8476,0.015767
2.8476,-0.0072333
2.8476,0.0304
2.8476,-0.019767
2.8476,0.013683
2.8476,-0.038583
2.8476,-0.00095
2.8476,-0.04485
2.8476,0.0053167
2.8476,-0.053217
2.8476,-0.030217
2.8476,0.095183
2.8476,-0.017683
2.8476,-0.015583
2.8476,0.01995
2.8476,-0.046933
2.8476,-0.0323
2.8476,0.011583
2.8476,-0.049033
2.8476,-0.057383
2.8476,0.0095
2.8476,-0.0553
2.8476,0.0011333
2.8476,0.0032167
2.8476,-0.00305
2.8476,-0.02395
2.8476,0.0074
2.8476,-0.028133
2.8476,0.091017
2.8476,-0.0344
2.8476,-0.0051333
2.8476,0.099367
4.679,-0.050767
4.679,-0.05285
4.679,-0.048667
4.679,-0.0445
4.679,0.0642
4.679,-0.046583
4.679,0.0621
4.679,-0.0424
4.679,0.060017
4.679,-0.040317
4.679,-0.027767
4.679,-0.0006
4.679,0.0203
4.679,0.034933
4.679,0.039117
4.679,0.0433
4.679,-0.0047833
4.679,0.016117
4.679,0.0412
4.679,0.00985
4.679,0.045383
4.679,0.0035833
4.679,0.05165
4.679,0.037017
4.679,-0.0089667
4.679,0.022383
4.679,-0.036133
4.679,-0.0236
4.679,-0.017317
4.679,0.049567
4.679,0.057917
4.679,0.03285
4.679,-0.025683
4.679,-0.03405
4.679,-0.038217
4.679,0.0014833
4.679,-0.019417
4.679,-0.013133
4.679,0.026567
4.679,0.028667
4.679,0.0077667
4.679,-0.01105
4.679,-0.029867
4.679,-0.015233
4.679,-0.03195
4.679,0.03075
4.679,0.024483
4.679,0.018217
4.679,0.05375
4.679,-0.0215
4.679,0.0056667
4.679,0.014033
4.679,0.011933
4.679,0.047467
4.679,0.055833
4.679,-0.0068667
4.679,-0.0026833
5.162,0.045533
5.162,0.04345
5.162,-0.067333
5.162,0.039267
5.162,-0.0736
5.162,-0.079867
5.162,0.047633
5.162,0.035083
5.162,-0.08615
5.162,-0.023433
5.162,-0.069417
5.162,0.0309
5.162,0.024633
5.162,-0.071517
5.162,-0.088233
5.162,0.01
5.162,-0.0757
5.162,0.028817
5.162,-0.02135
5.162,-0.08405
5.162,-0.033883
5.162,0.026717
5.162,-0.081967
5.162,-0.0318
5.162,0.016267
5.162,-0.017167
5.162,0.037167
5.162,0.02255
5.162,-0.077783
5.162,-0.046433
5.162,-0.0527
5.162,0.02045
5.162,0.033
5.162,-0.015083
5.162,0.0058167
5.162,-0.0088167
5.162,-0.025533
5.162,0.04135
5.162,-0.0067167
5.162,-0.019267
5.162,0.0079167
5.162,-0.0046333
5.162,0.00165
5.162,0.018367
5.162,-0.038067
5.162,-0.040167
5.162,-0.00045
5.162,0.0037333
5.162,-0.044333
5.162,-0.050617
5.162,-0.012983
5.162,-0.04225
5.162,-0.0548
5.162,0.0121
5.162,-0.0109
5.162,-0.029717
5.162,-0.0025333
5.162,0.0518
5.162,0.014183
5.162,-0.056883
5.162,-0.027617
5.162,-0.048517
5.162,-0.035983
5.162,-0.061067
5.162,-0.058967
5.162,-0.06315
5.162,-0.06525
5.1733,0.056833
5.1733,0.05475
5.1733,-0.056033
5.1733,0.050567
5.1733,-0.0623
5.1733,-0.068567
5.1733,0.058933
5.1733,0.046383
5.1733,-0.07485
5.1733,-0.012133
5.1733,-0.058117
5.1733,0.0422
5.1733,0.035933
5.1733,-0.060217
5.1733,-0.076933
5.1733,0.0213
5.1733,-0.0644
5.1733,0.040117
5.1733,-0.01005
5.1733,-0.07275
5.1733,-0.022583
5.1733,0.038017
5.1733,-0.070667
5.1733,-0.0205
5.1733,0.027567
5.1733,-0.0058667
5.1733,0.048467
5.1733,0.03385
5.1733,-0.066483
5.1733,-0.035133
5.1733,-0.0414
5.1733,0.03175
5.1733,0.0443
5.1733,-0.0037833
5.1733,0.017117
5.1733,0.0024833
5.1733,-0.014233
5.1733,0.05265
5.1733,0.0045833
5.1733,-0.0079667
5.1733,0.019217
5.1733,0.0066667
5.1733,0.01295
5.1733,0.029667
5.1733,-0.026767
5.1733,-0.028867
5.1733,0.01085
5.1733,0.015033
5.1733,-0.033033
5.1733,-0.039317
5.1733,-0.0016833
5.1733,-0.03095
5.1733,-0.0435
5.1733,0.0234
5.1733,0.0004
5.1733,-0.018417
5.1733,0.0087667
5.1733,0.0631
5.1733,0.025483
5.1733,-0.045583
5.1733,-0.016317
5.1733,-0.037217
5.1733,-0.024683
5.1733,-0.049767
5.1733,-0.047667
5.1733,-0.05185
5.1733,-0.05395
5.2442,0.014833
5.2442,0.01065
5.2442,0.01275
3.6357,0.0556
3.6357,0.038867
3.6357,0.057683
3.6357,-0.08445
3.6357,-0.065633
3.6357,0.0326
3.6357,0.051417
3.6357,0.040967
3.6357,-0.076083
3.6357,-0.086533
3.6357,-0.06145
3.6357,0.024233
3.6357,-0.06355
3.6357,0.0535
3.6357,-0.023833
3.6357,-0.0949
3.6357,0.028417
3.6357,0.00125
3.6357,0.045133
3.6357,-0.090717
3.6357,-0.048917
3.6357,0.013783
3.6357,-0.088633
3.6357,0.030517
3.6357,-0.0719
3.6357,-0.059367
3.6357,-0.067733
3.6357,-0.034283
3.6357,-0.015467
3.6357,0.061867
3.6357,-0.036367
3.6357,-0.092817
3.6357,-0.096983
3.6357,0.020067
3.6357,-0.078183
3.6357,-0.044733
3.6357,-0.025917
3.6357,-0.080267
3.6357,0.0117
3.6357,-0.0092
3.6357,-0.0071167
3.6357,-0.0029333
3.6357,-0.0301
3.6357,-0.055183
3.6357,0.02215
3.6357,0.059767
3.6357,0.017967
3.6357,-0.02175
3.6357,0.034683
3.6357,0.026333
3.6357,-0.0531
3.6357,-0.028017
3.6357,0.0054333
3.6357,-0.057283
3.6357,-0.074
3.6357,-0.0113
3.6357,-0.04265
3.6357,-0.046833
3.6357,-0.013383
3.6357,-0.017567
3.6357,0.04305
3.6357,0.036783
3.6357,0.015883
3.6357,-0.01965
3.6357,-0.099083
3.6357,-0.00085
3.6357,-0.0322
3.6357,-0.051
3.6357,0.0075167
3.6357,-0.038467
3.6357,0.0096167
3.6357,-0.069817
3.6357,0.049317
3.6357,-0.0050167
3.6357,-0.04055
3.6357,-0.08235
3.6357,0.0033333
3.6357,0.047233
3.6504,0.070267
3.6504,0.053533
3.6504,0.07235
3.6504,-0.069783
3.6504,-0.050967
3.6504,-0.09695
3.6504,0.047267
3.6504,0.066083
3.6504,-0.0886
3.6504,0.055633
3.6504,-0.090683
3.6504,-0.061417
3.6504,-0.071867
3.6504,-0.046783
3.6504,0.0389
3.6504,-0.048883
3.6504,0.068167
3.6504,-0.0091667
3.6504,-0.080233
3.6504,-0.09905
3.6504,0.043083
3.6504,0.015917
3.6504,0.0598
3.6504,-0.07605
3.6504,-0.03425
3.6504,0.02845
3.6504,-0.073967
3.6504,0.045183
3.6504,-0.057233
3.6504,-0.0447
3.6504,-0.053067
3.6504,-0.019617
3.6504,-0.0008
3.6504,0.076533
3.6504,-0.0217
3.6504,-0.07815
3.6504,-0.082317
3.6504,0.034733
3.6504,-0.063517
3.6504,-0.030067
3.6504,-0.01125
3.6504,-0.0656
3.6504,0.026367
3.6504,0.0054667
3.6504,0.00755
3.6504,0.011733
3.6504,-0.015433
3.6504,-0.040517
3.6504,0.036817
3.6504,0.074433
3.6504,-0.094867
3.6504,0.032633
3.6504,-0.0070833
3.6504,0.04935
3.6504,0.041
3.6504,-0.038433
3.6504,-0.01335
3.6504,-0.0865
3.6504,0.0201
3.6504,-0.042617
3.6504,-0.059333
3.6504,0.0033667
3.6504,-0.027983
3.6504,-0.032167
3.6504,0.0012833
3.6504,-0.092767
3.6504,-0.0029
3.6504,0.057717
3.6504,0.05145
3.6504,0.03055
3.6504,-0.0049833
3.6504,-0.084417
3.6504,0.013817
3.6504,-0.017533
3.6504,-0.036333
3.6504,0.022183
3.6504,-0.0238
3.6504,0.024283
3.6504,-0.05515
3.6504,0.063983
3.6504,0.00965
3.6504,-0.025883
3.6504,-0.067683
3.6504,0.018
3.6504,0.0619
4.7388,0.034117
4.7388,0.029933
4.7388,-0.099683
4.7388,0.023667
4.7388,-0.041133
4.7388,0.042483
4.7388,0.032033
4.7388,-0.06625
4.7388,-0.028583
4.7388,-0.011867
4.7388,-0.04535
4.7388,-0.022317
4.7388,-0.0076833
4.7388,-0.032767
4.7388,-0.03485
4.7388,-0.0767
4.7388,-0.0244
4.7388,-0.064167
4.7388,-0.043217
4.7388,-0.018133
4.7388,-0.057883
4.7388,-0.093417
4.7388,-0.039033
4.7388,-0.01395
4.7388,-0.095517
4.7388,-0.0097833
4.7388,-0.03695
4.7388,-0.030683
4.7388,-0.0558
4.7388,-0.059983
4.7388,-0.068333
4.7388,-0.082967
4.7388,-0.051617
4.7388,-0.01605
4.7388,-0.089233
4.7388,-0.078783
4.7388,-0.0976
4.7388,0.02575
4.7388,-0.062067
4.7388,-0.049533
4.7388,-0.091333
4.7388,-0.0056
4.7388,-0.020233
4.7388,-0.08715
4.7388,-0.074617
4.7388,-0.0537
4.7388,-0.085067
4.7388,-0.072517
4.7388,0.0027667
4.7388,-0.080883
4.7388,-0.0035
4.7388,-0.070433
4.7388,-0.0265
4.7388,-0.047433
4.7388,-0.0014167
4.7388,0.021583
4.7388,0.00068333
4.7388,0.011133
4.7388,0.0090333
4.7388,0.0153
4.7388,0.013217
4.7388,0.00695
4.7388,0.00485
4.7388,0.02785
4.7388,0.0174
4.7388,0.019483
4.7388,0.0362
4.7388,0.0383
4.7503,0.045633
4.7503,0.04145
4.7503,-0.088167
4.7503,0.035183
4.7503,-0.029617
4.7503,0.054
4.7503,0.04355
4.7503,-0.054733
4.7503,-0.090267
4.7503,-0.017067
4.7503,-0.00035
4.7503,-0.033833
4.7503,-0.0108
4.7503,0.0038333
4.7503,-0.02125
4.7503,-0.023333
4.7503,-0.065183
4.7503,-0.012883
4.7503,-0.05265
4.7503,-0.0317
4.7503,-0.0066167
4.7503,-0.046367
4.7503,-0.0819
4.7503,-0.027517
4.7503,-0.0024333
4.7503,-0.084
4.7503,0.0017333
4.7503,-0.09445
4.7503,-0.025433
4.7503,-0.019167
4.7503,-0.044283
4.7503,-0.096533
4.7503,-0.048467
4.7503,-0.056817
4.7503,-0.07145
4.7503,-0.0401
4.7503,-0.09235
4.7503,-0.0045333
4.7503,-0.077717
4.7503,-0.067267
4.7503,-0.086083
4.7503,0.037267
4.7503,-0.05055
4.7503,-0.038017
4.7503,-0.079817
4.7503,0.0059167
4.7503,-0.0087167
4.7503,-0.075633
4.7503,-0.0631
4.7503,-0.042183
4.7503,-0.07355
4.7503,-0.061
4.7503,0.014283
4.7503,-0.069367
4.7503,0.0080167
4.7503,-0.058917
4.7503,-0.014983
4.7503,-0.035917
4.7503,0.0101
4.7503,0.0331
4.7503,-0.098633
4.7503,0.0122
4.7503,0.02265
4.7503,0.02055
4.7503,0.026817
4.7503,0.024733
4.7503,0.018467
4.7503,0.016367
4.7503,0.039367
4.7503,0.028917
4.7503,0.031
4.7503,0.047717
4.7503,0.049817
4.8391,-0.099667
4.8391,-0.097583
4.8391,-0.057867
4.8391,0.00066667
4.8391,-0.074583
4.8391,-0.0725
4.8391,-0.0516
4.8391,0.059217
4.8391,-0.045317
4.8391,0.0341
4.8391,-0.026517
4.8391,-0.01815
4.8391,-0.0014333
4.8391,0.071767
4.8391,0.088483
4.8391,0.055
4.8391,0.078033
4.8391,0.092667
4.8391,0.067583
4.8391,0.0655
4.8391,0.02365
4.8391,0.07595
4.8391,0.036183
4.8391,0.057133
4.8391,0.082217
4.8391,0.042467
4.8391,0.0069333
4.8391,0.061317
4.8391,0.0864
4.8391,0.0048333
4.8391,0.090567
4.8391,-0.0056167
4.8391,0.0634
4.8391,-0.068317
4.8391,-0.032783
4.8391,0.069667
4.8391,0.04455
4.8391,-0.0077
4.8391,0.040367
4.8391,-0.016067
4.8391,0.032017
4.8391,-0.066233
4.8391,0.017383
4.8391,0.048733
4.8391,-0.0035167
4.8391,0.0843
4.8391,0.011117
4.8391,-0.0286
4.8391,0.021567
4.8391,0.00275
4.8391,-0.0307
4.8391,-0.078767
4.8391,-0.064133
4.8391,0.038283
4.8391,-0.047417
4.8391,-0.02025
4.8391,0.050817
4.8391,0.0090167
4.8391,0.09475
4.8391,0.080117
4.8391,-0.011883
4.8391,-0.034867
4.8391,0.0132
4.8391,0.025733
4.8391,0.04665
4.8391,0.015283
4.8391,0.027833
4.8391,0.019467
4.8391,0.09685
4.8391,0.029917
4.8391,-0.024417
4.8391,0.07385
4.8391,0.052917
4.8391,-0.04115
4.8391,-0.089217
4.8391,-0.022333
4.8391,0.098933
4.8391,-0.08085
4.8391,-0.053683
4.8391,-0.0704
4.8391,-0.013967
4.8391,-0.085033
4.8391,-0.0913
4.8391,-0.036967
4.8391,-0.0495
4.8391,-0.0098
4.8391,-0.055783
4.8391,-0.076683
4.8391,-0.087133
4.8391,-0.05995
4.8391,-0.095483
4.8391,-0.0934
4.8391,-0.043233
4.8391,-0.06205
4.8391,-0.03905
4.8391,-0.08295
3.0851,0.0777
3.0851,-0.014267
3.0851,-0.037267
3.0851,-0.026817
3.0851,0.060967
3.0851,0.073517
3.0851,0.00245
3.0851,-0.0017333
3.0851,-0.02055
3.0851,-0.03935
3.0851,0.0756
3.0851,0.040067
3.0851,-0.008
3.0851,-0.0059167
3.0851,-0.0289
3.0851,0.06725
3.0851,0.014983
3.0851,-0.0038167
3.0851,0.046333
3.0851,0.00035
3.0851,-0.0101
3.0851,0.035883
3.0851,0.06515
3.0851,-0.022633
3.0851,0.031717
3.0851,0.0087167
3.0851,0.0108
3.0851,-0.01845
3.0851,0.048433
3.0851,0.058883
3.0851,0.019167
3.0851,0.063067
3.0851,0.029617
3.0851,0.025433
3.0851,0.02335
3.0851,0.0066333
3.0851,0.0129
3.0851,0.0338
3.0851,0.017083
3.0851,0.071417
3.0851,-0.035183
3.0851,-0.016367
3.0851,0.079783
3.0851,0.037983
3.0851,0.027533
3.0851,0.04425
3.0851,0.0547
3.0851,0.0045333
3.0851,-0.012183
3.0851,-0.033083
3.0851,0.021267
3.0851,0.042167
3.0851,-0.031
3.0851,0.069333
3.0851,0.056783
3.0851,0.050517
3.0851,0.052617
3.0851,-0.024717
3.0851,-0.04145
3.703,0.039267
3.703,0.091517
3.703,-0.025533
3.703,-0.035983
3.703,0.035083
3.703,-0.069417
3.703,-0.092417
3.703,-0.046433
3.703,-0.0506
3.703,-0.0109
3.703,0.024633
3.703,-0.0945
3.703,-0.027617
3.703,-0.015067
3.703,-0.00045
3.703,0.033
3.703,0.026733
3.703,-0.077783
3.703,-0.0046167
3.703,-0.01925
3.703,-0.088233
3.703,0.0121
3.703,0.037183
3.703,0.045533
3.703,-0.081967
3.703,-0.0067167
3.703,-0.071517
3.703,-0.0527
3.703,0.028817
3.703,0.0058333
3.703,-0.098683
3.703,-0.038067
3.703,-0.096583
3.703,-0.017167
3.703,0.0079167
3.703,0.030917
3.703,0.02255
3.703,-0.054783
3.703,-0.08405
3.703,-0.079867
3.703,-0.02135
3.703,-0.06105
3.703,-0.0088
3.703,-0.012983
3.703,-0.0297
3.703,-0.090317
3.703,-0.04015
3.703,0.051817
3.703,-0.023433
3.703,-0.033883
3.703,-0.044333
3.703,-0.056883
3.703,-0.0318
3.703,-0.067333
3.703,0.0037333
3.703,0.014183
3.703,-0.065233
3.703,-0.0736
3.703,-0.086133
3.703,-0.06315
3.703,-0.0025333
3.703,0.01
3.703,0.02045
3.703,0.018367
3.703,0.016283
3.703,0.04345
3.703,-0.075683
3.703,0.049717
3.703,-0.058967
3.703,0.08525
3.703,0.00165
3.703,0.047633
3.703,-0.048517
3.703,-0.04225
3.703,0.041367
3.703,0.083167
3.703,0.099883
3.715,0.0513
3.715,-0.0135
3.715,-0.02395
3.715,0.047117
3.715,-0.099183
3.715,-0.057383
3.715,-0.080383
3.715,-0.0344
3.715,-0.038567
3.715,-0.092917
3.715,0.0011333
3.715,0.036667
3.715,-0.082467
3.715,-0.015583
3.715,-0.0030333
3.715,0.011583
3.715,0.045033
3.715,0.038767
3.715,-0.06575
3.715,0.0074167
3.715,-0.0072167
3.715,-0.0762
3.715,0.024133
3.715,0.049217
3.715,0.057567
3.715,-0.069933
3.715,0.0053167
3.715,-0.059483
3.715,-0.040667
3.715,0.04085
3.715,0.017867
3.715,-0.08665
3.715,-0.026033
3.715,-0.08455
3.715,-0.0051333
3.715,0.01995
3.715,0.04295
3.715,0.034583
3.715,-0.090833
3.715,-0.04275
3.715,-0.072017
3.715,-0.067833
3.715,-0.0093167
3.715,-0.049017
3.715,0.0032333
3.715,-0.00095
3.715,-0.095
3.715,-0.017667
3.715,-0.078283
3.715,-0.028117
3.715,0.06385
3.715,-0.0114
3.715,-0.02185
3.715,-0.0323
3.715,-0.04485
3.715,-0.019767
3.715,-0.0553
3.715,0.015767
3.715,0.026217
3.715,-0.0532
3.715,-0.088733
3.715,-0.061567
3.715,-0.0741
3.715,-0.051117
3.715,0.0095
3.715,0.022033
3.715,0.032483
3.715,0.0304
3.715,0.028317
3.715,0.055483
3.715,-0.06365
3.715,0.06175
3.715,-0.046933
3.715,0.097283
3.715,-0.0971
3.715,0.013683
3.715,0.059667
3.715,-0.036483
3.715,-0.030217
3.715,0.0534
3.715,0.0952
3.8402,-0.061767
3.8402,0.026017
3.8402,-0.011617
3.8402,0.067817
3.8402,0.044817
3.8402,0.0908
3.8402,-0.040867
3.8402,0.086633
3.8402,0.032283
3.8402,-0.06805
3.8402,-0.0576
3.8402,0.042733
3.8402,0.023917
3.8402,-0.080583
3.8402,-0.0346
3.8402,0.05945
3.8402,0.049
3.8402,0.013467
3.8402,0.011383
3.8402,-0.063867
3.8402,0.055267
3.8402,0.065717
3.8402,0.084533
3.8402,-0.015783
3.8402,-0.038783
3.8402,-0.0137
3.8402,-0.084767
3.8402,0.021833
3.8402,-0.074317
3.8402,-0.02415
3.8402,-0.02625
3.8402,0.03855
3.8402,0.01765
3.8402,-0.00325
3.8402,0.099167
3.8402,0.04065
3.8402,0.034367
3.8402,0.08245
3.8402,0.053183
3.8402,0.057367
3.8402,-0.072233
3.8402,0.076183
3.8402,-0.082683
3.8402,0.0051167
